id,lat,lon,name,num_arribos,num_retiros,act
211,19.433607000000002,-99.188528,211 NEWTON-HORACIO,2599.0,3236.0,5835.0
212,19.433567,-99.188096,212 HEGEL-HORACIO ,1806.0,1639.0,3445.0
213,19.43432,-99.20631999999999,213 SOLÓN-CICERÓN,532.0,742.0,1274.0
214,19.434353,-99.20322,214 PLATÓN-HORACIO,695.0,798.0,1493.0
215,19.43384,-99.19968,215 EDGAR ALAN POE-HORACIO,816.0,1043.0,1859.0
216,19.433419,-99.195746,216 ALEJANDRO DUMAS-HORACIO ,960.0,1148.0,2108.0
217,19.432888000000002,-99.183605,217 EULER-AV. HORACIO ,4145.0,3364.0,7509.0
218,19.432451,-99.18803299999999,218 HEGEL-IBARBOUROU ,656.0,641.0,1297.0
219,19.433542000000006,-99.207808,219 ESOPO-FC DE CUERNAVACA,1495.0,1663.0,3158.0
220,19.432655,-99.205727,220 PLINIO-PRESIDENTE MASARYK ,571.0,642.0,1213.0
221,19.431798999999998,-99.201565,221 EMILIO CASTELAR-PRESIDENTE MASARYK ,975.0,1079.0,2054.0
222,19.431417,-99.195774,E222 ALEJANDRO DUMAS-PRESIDENTE MASARYK,759.0,725.0,1484.0
223,19.431242,-99.191613,223 NEWTON-PRESIDENTE MASARYK ,1018.0,1208.0,2226.0
224,19.431255,-99.18806500000001,224 HEGEL-PRESIDENTE MASARYK,926.0,867.0,1793.0
225,19.431172,-99.185612,225 PETRARCA-PRESIDENTE MASARYK,989.0,1082.0,2071.0
226,19.431033,-99.18222,226 WALLON-PRESIDENTE MASARYK,1355.0,1347.0,2702.0
227,19.431791,-99.207373,227 CAMPOS ELÍSEOS-PERIFÉRICO,901.0,1071.0,1972.0
228,19.427705,-99.19912,228 CAMPOS ELÍSEOS-JEAN DE LA FONTAINE,1057.0,1470.0,2527.0
229,19.430515,-99.203331,229 DICKENS-SENECA,781.0,917.0,1698.0
230,19.430098,-99.200074,230 EDGAR ALAN POE-DICKENS,817.0,915.0,1732.0
231,19.42977,-99.19349,231 NEWTON-ARISTOTELES ,957.0,932.0,1889.0
232,19.42894,-99.185389,232 TAINE-RUBEN DARÍO ,1135.0,1140.0,2275.0
233,19.429314,-99.196965,233 JULIO VERNE-LUIS G. URBINA ,1142.0,1160.0,2302.0
234,19.42783,-99.191539,234 TRES PICOS-ARQUÍMIDES ,1118.0,1213.0,2331.0
235,19.42933,-99.20218,235 CAMPOS ELISEOS-MOLIERE ,1301.0,1276.0,2577.0
236,19.42944,-99.20243,236 CAMPOS ELISEOS-MOLIERE ,1417.0,1767.0,3184.0
237,19.426744,-99.193986,237 ANDRÉS BELLO-ELLIOT ,1436.0,2001.0,3437.0
238,19.426765,-99.193752,238 ANDRÉS BELLO-ELLIOT ,1254.0,1915.0,3169.0
239,19.430153,-99.18135500000001,239 RINCON DEL BOSQUE-RUBEN DARÍO ,1117.0,1137.0,2254.0
240,19.43855,-99.2063,240 EJERCITO NACIONAL-F.C. DE CUERNAVACA ,1033.0,1227.0,2260.0
241,19.43862,-99.20758000000001,E241 EJERCITO NAL-JUAN VAZQUEZ DE LA MELLA ,907.0,925.0,1832.0
242,19.440344,-99.20105,242 MIGUEL DE CERVANTES SAAVEDRA-PROL MOLIERE ,2411.0,2543.0,4954.0
243,19.440839,-99.196712,243 MIGUEL DE CERVANTES SAAVEDRA-LAGO FILT ,697.0,917.0,1614.0
244,19.440885,-99.193315,244 MIGUEL DE CERVANTES SAAVEDRA-LAGO VICTORIA ,680.0,842.0,1522.0
245,19.43819,-99.19048000000001,245 LAGO ONEGA-AV. EJERCITO NACIONAL ,649.0,640.0,1289.0
246,19.434147,-99.179835,246 LEIBNITZ-THIERS,1361.0,1491.0,2852.0
247,19.432276,-99.18064,E247 HERSCHEL-ROUSSEAU ,904.0,908.0,1812.0
248,19.43175,-99.177399,248 SHAKESPEARE-LAFAYETTE ,1393.0,1496.0,2889.0
249,19.429876999999998,-99.17756899999999,249 SHAKESPEARE-DARWIN ,1021.0,1136.0,2157.0
250,19.429057,-99.17966,250 DARWIN-MARIANO ESCOBEDO ,1358.0,1424.0,2782.0
251,19.429261,-99.17538,251 GOETHE-DARWIN ,967.0,1164.0,2131.0
252,19.427575,-99.17702,252 VICTOR HUGO-SHAKESPEARE ,970.0,1046.0,2016.0
253,19.425835,-99.177924,253 DANTE-TOLSTOI ,1813.0,1832.0,3645.0
254,19.43935,-99.16006999999999,254 ALFONSO HERRERA-MIGUEL SHULTZ ,1938.0,1882.0,3820.0
255,19.437159,-99.161808,255 JOSE ROSAS MORENO-GUILLERMO PRIETO ,1666.0,1575.0,3241.0
256,19.4372,-99.15816,256 GÓMEZ FARÍAS-SADI CARNOT ,1676.0,1933.0,3609.0
257,19.4338,-99.16622,E257 MANUEL MARIA CONTRERAS-VILLALONGIN ,1095.0,1136.0,2231.0
258,19.4167,-99.1791,258 CIRCUITO INTERIOR-JUAN ESCUTIA ,1452.0,1671.0,3123.0
259,19.43757,-99.15468,259 TÓMAS ALVA EDISON-PONCIANO ARRIAGA ,1126.0,1218.0,2344.0
260,19.435354,-99.14774200000001,E260 AV JUAREZ-BALDERAS ,1034.0,992.0,2026.0
261,19.42495,-99.17246,261 PASEO DE LA REFORMA - RÍO DE LA PLATA,1095.0,978.0,2073.0
262,19.43693,-99.13395,262 REPUBLICA DE CUBA-REPUBLICA DE BRASIL ,688.0,541.0,1229.0
263,19.436273999999997,-99.158425,263 SADI CARNOT-GÓMEZ FARIAS ,869.0,948.0,1817.0
264,19.440985,-99.152935,264 HÉROES FERROCARRILEROS-AV. CENTRAL,795.0,786.0,1581.0
265,19.440839,-99.152265,265 HÉROES FERROCARRILEROS-JESÚS GARCIA,1119.0,1023.0,2142.0
266,19.444031,-99.152187,266 AV. JESÚS GARCIA-CARLOS J. MENESES ,7616.0,4724.0,12340.0
267,19.443735,-99.152203,267 AV. JESÜS GARCÏA-CARLOS J. MENESES,3760.0,1732.0,5492.0
268,19.442467,-99.151658,268 LUIS DONALDO COLOSIO-AV.JESÚS GARCÍA ,767.0,763.0,1530.0
269,19.442448000000002,-99.151586,269 LUIS DONALDO COLOSIO-ALDAMA ,598.0,661.0,1259.0
270,19.43676,-99.15387,270 DE LA REPUBLICA-PONCIANO ARRIAGA ,2871.0,3052.0,5923.0
271,19.443928,-99.152525,271 AV. CENTRAL-J. MENESES ,4997.0,6903.0,11900.0
272,19.443556,-99.152556,272 AV. CENTRAL-J. MENESES ,1966.0,2620.0,4586.0
