id,lat,lon,name
391,19.373142,-99.178283,E391 OSO-FELIX CUEVAS
392,19.3730067,-99.1747749,392 PATRICIO SANZ-FELIX CUEVAS
393,19.372796,-99.172558,393 ADOLFO PRIETO-FELIX CUEVAS
394,19.372437,-99.171592,394 DR. ROBERTO GAYOL-FELIX CUEVAS
395,19.373742,-99.169814,395 SAN LORENZO-CALLEJÓN MARTÍN MENLALDE
396,19.371554,-99.170187,396 MARTÍN MENLALDE-FELIX CUEVAS
397,19.373194,-99.167247,397 SAN LORENZO-GABRIEL MANCERA
398,19.37103,-99.16566,398 SANCHEZ AZCONA-FELIX CUEVAS
399,19.372407,-99.164519,399 HERIBERTO FRÍAS-SAN LORENZO
400,19.3726458,-99.1642743,400 SAN LORENZO-HERIBERTO FRIAS
401,19.372147,-99.16158,401 SAN LORENZO-AVENIDA CUAUHTEMOC
402,19.3709452,-99.1587223,402 UXMAL-MUNICIPIO LIBRE
403,19.371371,-99.158639,403 UXMAL-MUNICIPIO LIBRE
404,19.373813,-99.157387,404 MIGUEL LAURENT-AVENIDA DIVISIÓN DEL NORTE
405,19.370619,-99.156626,405 DIVISIÓN DEL NORTE-MUNICIPIO LIBRE
406,19.367831,-99.163261,406 PARROQUIA AV. MEXICO-COYOACAN
407,19.367294,-99.158694,407 PROL. XOCHICALCO-GENERAL EMILIANO ZAPATA
408,19.36677,-99.156843,408 PROLONGACIÓN PETÉN-GENERAL EMILIANO ZAPATA
409,19.365102,-99.155499,409 AZORES-DIVISIÓN DEL NORTE
410,19.36564,-99.158063,410 PROLONGACIÓN TAJÍN-PROLONGACIÓN REPÚBLICAS
411,19.367864,-99.163626,411 PARROQUIA-AVENIDA MÉXICO-COYOACAN
412,19.3684182,-99.1654145,412 PARROQUIA-AVENIDA UNIVERSIDAD
413,19.369782,-99.171906,413 PARROQUIA-AVENIDA COYOACÁN
414,19.370187,-99.173712,414 PARROQUIA-JOSÉ IGNACIO BARTOLACHE
415,19.371498,-99.17602,415 SAN FRANCISCO-PARROQUÍA
416,19.371308,-99.177607,416 RECREO-PARROQUÍA
417,19.373262,-99.184333,417 GOYA-AUGUSTO RODÍN
418,19.371152,-99.183034,418 GALICIA-ACTIPAN
419,19.370606,-99.181502,419 ACTIPAN-CADIZ
420,19.369723,-99.17964,420 MARÍA LUZ BRINGAS-OSO
421,19.369467,-99.179401,421 MARÍA LUZ BRINGAS-OSO
422,19.368356,-99.177487,422 BUFALO-JOSÉ MARÍA RICO (EJE 8)
423,19.367631,-99.175342,423 MORAS-JOSÉ MARÍA RICO (EJE 8)
424,19.367208,-99.170531,424 AMORES-JOSÉ MARÍA RICO (EJE 8)
425,19.367087,-99.16741,425 NICOLAS SAN JUAN-AVENIDA UNIVERSIDAD
426,19.365519,-99.166017,426 CERRADA DE POPOCATEPETL-AV. POPOCATEPETL (EJE 
427,19.365023,-99.162993,427 AVENIDA MÉXICO-COYOACAN-AV. POPOCATEPETL (EJE 
428,19.363418,-99.160353,428 PROLONGACIÓN UXMAL-AV. POPOCATEPETL (EJE 8)
429,19.363071,-99.158292,429 PIRINEOS-AV. POPOCATEPETL (EJE 8)
430,19.362139,-99.154974,430 TRIPOLI-AV. POPOCATEPETL (EJE 8)
431,19.36145,-99.15822,431 BRUNO TRAVEN-PAZ MONTES DE OCA
432,19.361296,-99.162581,432 CARRILLO PUERTO-AV. MÉXICO-COYOACÁN
433,19.363558,-99.170819,433 JOSE MARÍA OLLOQUI-LOPÉZ COSTILLA
434,19.363741,-99.171268,E434 JOSE MARÍA OLLOQUI-AMORES
435,19.365154,-99.172906,435 RODRIGUEZ SARO-AVENIDA COYOACÁN
436,19.366217,-99.177819,436 RODRIGUEZ SARO-BUFALLO
437,19.36480833,-99.17602222,437 MORAS-COMUNAL
438,19.36479722,-99.17458333,438 ADOLFO PRIETO-JOSÉ MARÍA OLLOQUI
439,19.36218889,-99.17246667,439 AMORES-AVENIDA COYOACÁN
440,19.36065,-99.168669,440 REAL DE MAYORAZGO-PUENTE XOCO
441,19.361215,-99.167527,441 PUENTE XOCO-REAL DE MAYORAZGO
442,19.359905,-99.1653,442 REAL DE MAYORAZGO-AVENIDA MÉXICO-COYOACAN
443,19.359655,-99.162025,443 BRUNO TRAVEN-GOLONDRINAS
444,19.359384,-99.159425,444 GENERAL MANUEL RINCÓN-AGUSTÍN GUTIERREZ
445,19.35827,-99.156105,E445 RIFF-AVENIDA RIO CHURUBUSCO
446,19.3586,-99.156101,446 RIFF-AVENIDA RIO CHURUBUSCO
447,19.418858,-99.176776,447 AGUSTÍN MELGAR-ZAMORA
448,19.426611,-99.14447,448 DR. ANDRADE - ARCOS DE BELÉN
449,19.42018,-99.174393,E449 ACAPULCO-PUEBLA
450,19.43836,-99.152226,450 RAMOS ARIZPE-PUENTE DE ALVARADO
451,19.42902,-99.201322,451 CAMPOS ELÍSEOS-GOLDSMITH
452,19.435031,-99.179838,452 LEIBNITZ-AV. EJERCITO NACIONAL
453,19.424842,-99.203739,453 PEDREGAL-TEAPA
454,19.425905,-99.204236,E454 MONTES URALES-MONTE PELVOUX
455,19.426308,-99.203302,455 PEDREGAL-FERROCARRIL DE CUERNAVACA
456,19.427517,-99.208412,456 ALPES-MONTES ESCANDINAVOS
457,19.42703,-99.212845,E457 AV. PRADO NORTE-EXPLANADA
458,19.428679,-99.206605,458 MONTES URALES-VOLCÁN
459,19.429243,-99.207267,E459 VOLCÁN-MONTES URALES
460,19.437014,-99.207932,460 JUAN VÁZQUEZ DE MELLA-HOMERO
461,19.440106,-99.210031,461 PRESA DON MARTÍN-BOULEVARD MIGUEL DE CERVANTES
462,19.442338,-99.205198,462 PRESA FALCÓN-DANXHÓ
463,19.442338,-99.202492,463 LAGO ANDRÓMACO-LAGO ZURICH
464,19.442421,-99.199838,E464 MATEO ALEMÁN-PROLONGACIÓN MOLIERE 
465,19.445039,-99.194078,465 LAGUNA DE GINEBRA-LAGO WETTER
466,19.44269,-99.19083,466  LAGO ONEGA-LAGO LADOGA
467,19.440399,-99.186784,E467  LAGO MAYOR-LAGO ALBERTO
468,19.434183,-99.173089,468 LAGO XOCHIMILCO-AV. EJÉRCITO NACIONAL
469,19.434183,-99.173089,E469 BAHÍA DE LA CONCEPCIÓN-BAHÍA DE TODOS LOS SAN
470,19.435039,-99.173879,470 BAHÍA DE LAS PALMAS-BAHÍA DE TODOS LOS SANTOS
471,19.436287,-99.174888,471 BAHÍA DE CHACHALACAS-BAHÍA SANTA BÁRBARA 
472,19.437667,-99.17711,E472 BAHÍA SANTA BÁRBARA-BAHÍA DE BALLENAS 
473,19.438143,-99.17519,473 BAHÍA DEL ESPÍRITU SANTO-BAHÍA DE BANDERAS
474,19.438984,-99.177549,474 BAHÍA DE SAN HIPÓLITO-BAHÍA DEL ESPÍRITU SANTO
475,19.439249,-99.181065,475 LAGO MURITZ-LAGO ALBERTO
476,19.442127,-99.184433,476 LAGO COMO-LAGUNA DE MAYRÁN
477,19.440905,-99.181743,477 LAGO ISEO-LAGUNA DE MAYRÁN 
478,19.440818,-99.176961,478 LAGUNA DE MAYRÁN-LAGO CHALCO
479,19.444433,-99.179664,E479 LAGO MURITZ-AV. MARINA NACIONAL
480,19.446073,-99.181654,480 LAGO ISEO-AV. MARINA NACIONAL
